Age (Years),Mileage (Km),Engine_Size (L),Target
1,218732.47116259235,4.107712041308902,0
2,9667.22207084682,1.8199248381072657,1
17,105621.55721989505,3.9025088010976634,0
11,246518.58185017365,3.4789382857323567,0
0,182949.7260129448,4.584300447178293,0
11,104482.00416284901,4.388777756134327,0
4,272129.8137372538,2.260588156530213,0
16,232923.70459756785,2.1049492999006123,0
15,83144.15693483636,4.926613295409791,0
14,195360.50207008648,3.109060723661026,0
14,180746.46481574222,4.625683855657748,0
4,123350.43464149989,1.6555240951219288,1
20,113252.04336541619,3.571275659200697,0
13,106350.34005883266,4.239440749442345,0
1,187060.9561017158,4.789580998345787,0
10,135510.9312617975,2.349360564068094,0
18,250399.6184091695,3.89992467969621,0
6,202532.77175951874,3.155252036158476,0
5,25629.82368428307,1.2425157042658728,0
1,193849.626029309,3.7599989492357735,0
5,84988.49376755452,3.7603862329513738,0
17,179879.5375377597,4.722427219386148,0
1,205638.91967551815,2.9892497846758896,0
17,73094.61080043355,1.9210036828420587,0
14,139773.30023970874,1.1782552937947166,0
18,61145.834531625,2.6625687467436228,0
1,20439.968357019952,2.2076668003100073,1
19,116650.54492833138,4.044353224095502,0
5,112068.56019456763,2.4170710593641864,1
0,298666.74475775583,4.796284785259376,0
14,136673.94360330445,4.849240811951137,0
9,103403.01709429912,3.4836343608708322,1
18,176240.12698141902,4.714641148059531,0
16,31186.381261791696,4.043417378057983,0
4,288691.3921066699,3.1874385639005047,0
3,192313.21344935478,1.7212317416911125,0
9,227677.1568825501,2.83439177405536,0
16,55290.991761305675,3.2434978534504704,0
9,125795.96663653514,4.45584632294004,0
16,129693.28845187591,2.9253335061426595,0
19,247432.90095082062,4.590698690711827,0
4,5364.820529025786,3.6973959160938756,0
1,93751.66696421025,1.5479962522146855,1
5,294464.7304315696,4.979925477300371,0
20,145091.5303343345,3.1089306430156505,0
1,117845.25267198244,2.5674331856363155,1
12,40349.555595205675,3.636455057878106,0
10,292378.56544526457,1.4355732559241563,0
10,10907.774998118217,3.5461545870134175,0
15,222468.16637713672,2.992944001997092,0
10,231736.94241261,2.6266962799943325,0
18,76878.73123884066,4.812080084715596,0
14,203109.740865846,3.090158866928213,0
15,32414.09759192003,1.8764699178797537,0
10,80828.94359746356,2.8358539175091946,0
15,237431.08654621817,4.677549618290691,0
7,260082.42664989436,1.7043818853223787,0
3,184503.49173463843,1.8558281547529476,0
7,154517.33738704238,1.052118271028335,0
3,51994.68608259919,1.0567601975830687,0
2,23617.1647583493,4.31756650783405,0
2,39706.463399699795,3.9284904273718233,0
17,72070.40352834914,2.420164225807833,0
18,105793.97805959165,3.793244628910291,0
18,117368.31002574123,2.580823705239881,0
20,107164.92173375604,4.8115871839913105,0
4,75521.32299819335,4.86821072570414,0
17,155368.65279175094,2.5711751032373735,0
9,248459.40192870455,4.416887625363472,0
20,87512.54384908637,4.092356166789864,0
5,283004.1706351588,2.2399997486871572,0
0,262634.3152085351,1.9281593156044239,0
4,52720.44234887233,2.8329386015713354,1
8,236951.40724334287,4.125395362457625,0
11,174503.27778374116,4.840671138914981,0
13,172139.73184056848,4.05431627546629,0
1,120357.61510216145,4.42082794007348,0
16,152840.13475869288,3.412257224682066,0
13,122167.73934161726,4.341631323368503,0
12,164221.12253418315,4.13768343201367,0
8,190245.26556792756,2.5079421677051204,0
14,203919.62289066927,3.2079612084828844,0
14,162081.95180503072,4.219012487958779,0
10,217819.50986197585,1.1842269367598255,0
15,46677.02453627421,4.23231712942332,0
16,67534.83481616036,1.7115524961960937,0
3,246526.8262019097,3.058734468485756,0
0,100145.75346469248,4.23310175822375,0
7,11753.678367955472,2.0152843126267794,1
16,50368.38915206917,1.983229757224612,0
2,70966.25817641182,2.6110575938490075,1
19,287410.2519289032,4.578571190310538,0
14,174047.22153460054,1.0017711257488315,0
14,280155.5684404952,4.60553238656774,0
13,174673.18839650435,1.6152280985664311,0
13,146409.55984066628,4.960345504269928,0
1,97549.66890225833,4.819387972153873,0
12,183879.4286078458,2.9787007583651333,0
13,46063.4172621713,3.0508809912505126,0
18,269987.1800513483,2.926197361103417,0
6,249653.05951667868,3.5417745826380904,0
2,98671.77712363742,1.3628868089397241,0
14,286075.2706423818,1.130471793366266,0
13,248434.22638759261,1.2308117136635954,0
10,201560.53132133672,2.7774613969660575,0
14,40919.76378195606,2.1021917568779336,0
12,146079.0367991813,3.488158249483975,0
17,154301.7286797915,4.969769157499115,0
5,73602.65071778712,2.5452926923058636,1
2,28589.791335994072,3.2953650164180535,1
18,234133.47098914935,2.662415583629342,0
14,41000.340376696535,4.389086670887437,0
4,180315.77141572355,4.608945613848952,0
9,281252.50629567984,4.50942244882104,0
6,263451.0318164226,4.89748895471703,0
16,86937.02400603204,1.1100767405616612,0
6,256177.34807762326,4.3592646485821245,0
11,5098.089305544375,4.007088692156373,0
16,10217.90383591088,1.9147776376014591,0
12,182753.18333364517,4.82528037355011,0
19,112615.47464763619,1.5927117129197819,0
3,119005.94814194841,3.7181997085356335,0
9,171510.12175027034,1.89956086726365,0
2,61575.824399598874,2.7255225950962987,1
8,67467.82844631611,3.8766395877782758,0
12,147957.4681705651,3.2532985681321867,0
17,227504.7955814396,2.710007325312447,0
14,187751.83666523837,2.305353723727949,0
3,92719.73922986747,4.358638622835161,0
14,131949.46736513177,1.5752574012592548,0
1,55346.10377224953,2.7204115061192002,1
14,27015.795229439103,4.615030287100568,0
7,235895.332019524,4.383398201839871,0
7,83289.2857105174,2.6037670498921868,1
16,57441.084416118225,4.052433454405233,0
11,209027.3263929492,4.292643322835437,0
18,187325.24391471987,4.555549696014519,0
9,191790.9396739719,3.178023076196912,0
8,72523.90842975101,1.8178435442188472,1
4,73630.4338759909,2.0212363060157266,1
5,70136.77578676355,2.182778696166417,1
19,56257.01572037688,3.375209923238462,0
1,198438.4834056886,1.1312384965144338,0
12,255164.6861485734,3.544169875119873,0
5,218673.65355461507,2.457416953712928,0
4,238667.62195936026,2.1809672099585686,0
0,124415.53658013394,4.5179862829125055,0
20,197952.35963473943,2.8400095823231957,0
20,109499.69093120849,1.3802121821307711,0
5,160023.8634807488,4.306987072104988,0
5,147082.2797277844,1.1905650297460264,0
15,57181.70781743705,3.9069968966727866,0
3,119188.23429901109,4.095624887082661,0
10,289327.57126729353,2.4104104237154327,0
8,78331.17602590792,4.2991514251111465,0
2,44472.10220244917,3.0626376234258137,1
18,128481.2833790609,2.8531746130911873,0
7,238149.63207874369,1.1816131258747702,0
4,176733.72778509182,2.1601167745956236,0
3,205887.57403528213,4.724039883541199,0
5,60959.98021152977,2.567295853134,1
1,187589.71693727784,3.1868020822270733,0
19,100432.61649888476,3.128086715937007,0
10,251119.4929566564,3.3617243592907733,0
3,190643.14777316718,1.2453238225731305,0
14,63662.601943712296,2.448705019194913,0
5,24061.920554005414,3.8925130955302167,0
16,17576.796739674657,1.8022410042919317,0
5,114565.52745679152,1.8143135101854417,1
18,83426.08531302247,1.040362426756099,0
1,195596.58642143986,2.749927706432839,0
14,152303.4813186924,4.530937522693688,0
10,83475.68701158732,1.207603774349236,0
7,49025.14449530195,1.7644748379840105,1
18,42523.92999279763,2.2403381533710203,0
12,260074.8156814232,3.9268989462568515,0
11,76826.00067943583,3.562542371210346,0
4,197254.64113373565,2.66377561832742,0
5,244152.34875594854,4.036275757033502,0
3,186153.98679949716,3.4385240466276077,0
18,258571.743335849,4.584163198628876,0
19,120756.14785089999,4.272106996554772,0
0,287085.54624143976,2.0112544243568022,0
19,44277.7762325386,2.085754310536801,0
16,35134.11124897374,1.5014259031695425,0
11,199314.18313119584,2.347858902869826,0
14,283135.1867169122,4.998175674876377,0
0,243620.62118271677,2.623004674460244,0
13,27542.973534225173,1.8819537387564256,0
5,87413.47561074133,4.0499315379022125,0
4,279444.071027158,3.1698840138506243,0
10,79652.23767623144,1.5984057981078101,0
3,235445.2750171412,2.522758724643463,0
12,248413.9977989676,2.6578788621573732,0
10,151158.3705209896,4.015318802276875,0
2,118972.92840525307,1.0826854755676178,0
0,137786.70756382908,2.076078587193242,1
5,71954.58483778243,3.070385205262088,1
17,267370.3202580091,2.0753869698113734,0
9,137932.79873527857,3.5137361896759955,0
4,265325.5349345495,2.9274699170984664,0
9,36179.57657235085,2.4468410194383226,1
11,296541.2049450388,4.796834507482049,0
1,135765.5607958674,3.5286379967458297,0
12,19110.092016261115,1.519765489071765,0
7,16216.4452300492,3.240366789773582,1
1,225131.14095714237,4.1229274128036035,0
19,199415.48259008583,3.8339587899711893,0
0,241628.5146476383,1.6883569171810375,0
4,36083.42251607776,4.889679996160414,0
8,15493.405775486763,2.795254582986424,1
16,155030.89038703564,1.6361000149610452,0
8,119340.59328741701,1.7207830165125917,1
10,141274.34631793195,1.392939968756322,0
14,297518.58061673085,4.214072433739737,0
5,291371.2375128477,1.4881219772873946,0
2,282983.0399535919,1.5005010285669877,0
16,236233.58964646378,4.40188645904335,0
4,109678.20127578266,2.3784163377902385,1
11,126578.62442751761,1.1234316172322898,0
17,167136.73289708272,1.2075811980736435,0
13,250007.66463942776,1.5686817868155822,0
20,25270.28559288899,1.8535733919027582,0
10,130167.581336042,3.6605847769536215,0
8,29372.21072048426,1.629305120007313,1
1,156823.9880391859,1.475497564708288,0
11,270175.74308183946,4.058876565905116,0
2,235833.05274636167,3.6842211354396577,0
2,72213.51317521743,2.7412968858209448,1
0,292917.3006316438,3.197239085920416,0
7,201868.36742369636,2.247936081305674,0
7,8076.171322233905,2.9300016809414426,1
10,80346.97798213975,3.026690595930983,0
8,81910.42347637538,2.5489490847123837,1
4,25430.02035432868,4.626288842688651,0
13,288148.82283239905,1.0642474599240246,0
2,146085.3118998975,4.128685052364984,0
20,269265.3062247052,1.4975313249652973,0
4,100053.57351616536,4.190189442148798,0
4,41943.903277684,3.463647662706885,1
18,144929.1524223331,4.3731123637456095,0
13,38617.20724072356,1.3900573025635898,0
3,148374.57337837428,3.235922536399096,1
12,276487.6684597253,3.0043515210487883,0
9,158626.60184109275,3.8247727318534346,0
17,186867.41943404963,3.137162207574703,0
7,51208.33890727345,3.1629382685324168,1
7,17902.009634591,2.7183837743042587,1
6,37688.34884304307,2.2353376960293634,1
7,181566.81482688786,2.9290574450087687,0
13,33028.45120272988,1.4739694350736023,0
18,115917.90253268687,4.846053355932339,0
5,167277.12243515602,3.857643054506393,0
0,119652.57559580487,4.809868466751388,0
14,53286.721432263934,1.906909529319853,0
0,85768.43571666142,4.517364080706113,0
16,278853.6721903302,4.235159938254154,0
0,204414.77129797483,3.7086096498306946,0
14,151334.11241056654,3.500116744340823,0
1,8750.892546133588,2.26619866107148,1
13,297762.5431443937,4.2656431398601224,0
20,203079.20579391977,3.006061845918935,0
7,98492.13081675876,1.2835663035651415,0
7,264384.25469936227,2.25145264342052,0
18,81237.32798608634,4.741188394181311,0
6,165484.8908589117,4.402721042419385,0
18,192640.8753002984,4.927622792306156,0
5,70213.69457884989,3.5119735304163924,0
5,293627.1972461758,1.9900402925616478,0
2,225716.61226380427,1.651260198707455,0
6,169554.90152576563,1.7476577624338465,0
18,58275.40646171376,1.0791826333890175,0
7,20888.171064417707,2.5627284439437568,1
9,99417.65059369012,1.76571072199817,1
19,227190.26409445383,2.6466218418268097,0
14,84452.7329990974,4.739977727355061,0
14,164169.085046174,2.72216083802876,0
0,219744.41713556924,4.511937987939339,0
19,36843.39582070698,3.422019066463506,0
6,207162.91475418265,1.9885262186455677,0
3,32101.91187446319,2.4234190370368456,1
5,289713.273927464,1.3356781432857177,0
0,149076.2683691572,2.333850374384042,1
4,49449.45177441383,3.710163782014136,0
0,106003.17262989622,1.2884443717177407,0
3,126957.85254210213,1.8216056339121174,1
1,228664.57826757853,2.525764165653246,0
9,224310.01689259976,4.92819814806385,0
4,185522.44907451264,4.139447291835521,0
9,36249.56020475543,3.9339469859684155,0
0,49712.96461836371,1.464763826101784,0
5,32658.291590439207,4.123983574459966,0
12,175265.97106982727,4.1410752460640605,0
14,263755.8402458642,3.404410782497313,0
3,132971.15111515767,4.9614471279934875,0
12,52450.211317535126,2.301015623698208,0
19,169622.48591894525,4.765089792967407,0
14,244466.9039753844,4.658924459826014,0
7,223805.05814631435,1.0459226389975114,0
4,265027.9800041313,2.800466105899244,0
14,86981.11868841601,4.908416932206293,0
3,62216.390843993584,1.4124854496323032,0
11,264545.86335287197,3.191138777533278,0
12,198980.2922695168,4.915830028164416,0
1,96724.03435222848,3.2219816964234407,1
18,223992.6749188902,1.759261211888624,0
18,245459.92342170852,3.328732920370359,0
3,186418.58090063406,1.8177622957981874,0
3,207925.81241457496,3.078817051577937,0
10,115701.67181058657,1.296168871649392,0
4,163915.22186619652,3.4219306768576185,0
19,159626.95536421787,3.0671597565126327,0
10,255174.09838357772,3.9606454750458524,0
9,252789.37418324384,3.52280188463514,0
7,250640.73845737774,3.1984250741230267,0
5,8254.32620742741,3.7591153969924846,0
5,226115.91791832203,1.5757676542889234,0
7,228809.53508274644,3.3814386450344163,0
14,205121.75274226684,1.6884424112911107,0
13,228098.07407797853,4.702088831407524,0
10,253381.2595915291,1.2733364193824168,0
11,143744.12096002678,2.721498998763173,0
12,153104.81297909192,3.7831899106217795,0
7,41790.64678886019,2.832088846673035,1
17,118685.88549897174,1.3683810129316094,0
0,194792.72807397638,3.2135160645068295,0
14,235217.93396344598,3.566527635309418,0
7,69076.68381890711,3.8151692439620306,0
10,45657.75525197444,2.4930392578510356,0
11,200597.3913276452,3.254639884115049,0
11,5554.565639848639,2.8027458997556525,0
3,57619.9123706623,3.6882241550090136,0
15,13576.057201466352,3.334227869299274,0
3,54231.10976718692,3.1030248782365395,1
4,58489.187578024044,1.9980974673529945,1
4,119363.71045136629,1.0080740709929357,0
7,123686.501782534,1.696326701245717,1
9,262907.42883002013,1.4682641656966746,0
16,155482.36518715342,2.796338980043787,0
8,218404.40585562444,3.4490326030473786,0
18,35720.520586484796,1.8523400347392327,0
13,71504.43286178968,4.7562283838687485,0
7,212368.31508870964,1.0267285168955511,0
8,20577.168338215786,4.0892040606613715,0
10,148546.31036190718,3.500819078121769,0
0,181813.8448705655,2.4942192041907276,0
13,182632.96499548192,1.2019557776496317,0
4,11765.1793240724,3.5099462871371174,0
20,100021.86124760972,2.542454051462592,0
13,192764.74205950045,4.745068557652877,0
3,48954.922164026815,3.1679602995590637,1
0,210147.6162567757,4.758606045174033,0
18,225047.93660003398,1.8819347738932164,0
7,294680.9111816129,3.902903641456413,0
14,66903.38848264079,3.4689960833949027,0
20,248413.54696150398,3.9576329193252473,0
14,158487.49019100296,1.8586714558901472,0
8,115171.46586253116,3.659978064951095,0
20,41101.14341092749,2.992161572227476,0
8,221974.1539138236,3.971299899625265,0
9,74577.99174738768,2.308178576607271,1
19,114569.4905525485,4.560228101861011,0
20,23449.95693472369,1.3372052584454015,0
8,241403.2401667581,4.228757275164752,0
2,231143.6145716348,4.445278503260363,0
19,221416.66986248217,4.269009245467284,0
10,93335.83559510656,3.050905577047104,0
5,56176.62190845739,2.7535399201230453,1
1,193078.21301871777,4.985049146099508,0
6,151369.08331339975,1.9166878048566485,0
17,57584.47773686927,3.1875038635041784,0
1,207343.8249597098,3.682702101529302,0
16,297382.2973872846,3.803470543445728,0
10,225429.7783839011,1.8160986629543148,0
11,223295.98407225547,3.615976369359205,0
18,285342.26211452455,4.273478265925349,0
6,64866.228434596145,1.2000743072844489,0
19,171837.2396518249,4.646085173301266,0
5,293995.7809349956,1.1180162205808237,0
20,53761.76273620149,2.4238841299535774,0
0,211574.3280361337,1.0632527849318483,0
16,177813.99306171108,1.3085806741583275,0
10,178011.33219566857,4.644673140720316,0
17,210812.83511842217,2.4194433229845913,0
20,279236.99224832683,2.6990861217002116,0
16,235861.6722561447,1.8613775255302105,0
6,21560.15050778195,3.388383080746879,1
16,256554.76586333482,3.3792128587111585,0
19,71534.69232809111,2.488801567300877,0
8,116189.67859722972,2.3321394872215935,1
16,141211.18001565273,4.539857232722351,0
19,146867.27022215555,2.5331369585688055,0
7,133378.21778033025,2.974003968617633,1
16,281519.22179368,2.1332190496997225,0
6,213275.60726088725,4.1470780134285095,0
0,191195.34055722837,2.5897926275963665,0
12,19703.39819596776,3.054444186177298,0
18,271654.43242681056,2.0134286802386456,0
18,273270.10664247687,4.950638369365008,0
16,235162.8537118802,2.1659829636948915,0
12,7073.615125017651,4.082970123622207,0
15,21897.67406789889,2.7099826014270367,0
7,71440.99216920447,1.8248696203365595,1
18,43748.075402747476,4.198875055859444,0
17,122656.62876260019,2.3344271561161727,0
0,277173.802135898,4.460773389591244,0
13,144257.8280881145,4.661028739671292,0
18,8953.774797488855,4.439295341565104,0
14,88409.9784257348,1.1400316592272226,0
17,18155.497970023654,4.149493380020422,0
1,15704.848670983136,2.6453578659965755,1
16,86337.35666318791,4.4948916807289,0
17,86305.6399102889,3.551817050738955,0
5,237202.3477674732,4.334572536575834,0
18,292576.22257042804,2.9977270794673414,0
3,114506.0926975495,3.1401020183957313,1
0,131521.6292640064,1.577550528534669,1
7,254212.88370437632,4.135949434757421,0
6,84101.01092817645,2.6775584466678866,1
2,51132.63229901715,3.0003204730863304,1
9,256661.43890407687,4.14039085638283,0
9,18717.67299981932,3.395381600317756,1
18,187811.33485882764,1.8043949097706697,0
13,170787.890002708,3.360930636603571,0
1,107046.5320129998,2.630531431918623,1
0,97980.9087237209,2.8781021681754506,1
17,232698.02922357828,1.1132450976106711,0
6,30495.260174951214,1.8401173980651264,1
7,74851.37124685869,2.124152325524113,1
0,221072.37589223648,3.851840031435223,0
2,166754.57219929516,1.0459698931924613,0
7,42756.521517407986,2.635109044916528,1
14,265230.00621320773,4.696107481702931,0
4,121067.11473625951,1.4475224661964954,0
2,249221.17072004097,3.065697552874444,0
18,237375.33958067404,4.146089529563389,0
0,189205.50670915976,4.770125230080467,0
14,150871.93373205242,3.987106558134872,0
7,293967.4979126183,3.8822621945776246,0
1,47764.69635204603,4.305952360783049,0
2,218920.93962757886,2.7848048839101747,0
13,61401.25693211276,4.223378130471332,0
13,104787.61607304277,1.0318576189818045,0
10,96066.1292950926,4.6982442215072195,0
15,284375.61638292327,2.7732260380687013,0
3,290370.07244754117,3.2135207514629904,0
19,58989.55604924451,2.0195289956595293,0
4,11500.372287763734,3.9701233313616857,0
20,217402.37170061836,1.3065432259009953,0
13,128307.03049179287,4.490543210187341,0
15,31207.872300831492,4.312467316025371,0
17,206707.46114522754,1.8642404649790656,0
6,165806.1308369064,4.237297593141049,0
9,294252.46249032626,4.145430932245926,0
6,72085.80127910679,3.528866391015796,0
0,124173.47351633174,2.49408070759875,1
20,165051.01200164977,2.0859950167274715,0
18,238551.49659373873,1.9271343611574,0
15,166907.40373241733,2.2744358510544287,0
18,185805.54745427502,4.614233773730121,0
3,71713.38021903252,1.310563103955125,0
17,254841.02478612514,4.315485105011835,0
1,131446.01135629034,2.3955603001672943,1
0,46583.09011892194,3.0863975840454327,1
14,200935.4347790981,4.177942534593963,0
4,68746.68368966572,4.537506188091886,0
19,33780.94052059342,2.379125680290588,0
10,259286.13797926033,2.8473739251004413,0
9,140747.8680240897,2.658064259267169,1
